Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) / W notes,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,N_swim
57,Salmo salar,wild,1997,na,,,,,,55,60,,,,,mixed,18,FW,TTF,group,57_1029,,,,,,62.92739713,,,180.2960078,,,,,,,,,n,n,EMGtag,n,n,plot,"Booth, Richard K., R. Scott McKinley, Finn Økland, and Mitch M. Sisak. 1997. “In Situ Measurement of Swimming Performance of Wild Atlantic Salmon ( Salmo Salar ) Using Radio Transmitted Electromyogram Signals.” Aquatic Living Resources 10 (4): 213–19. https://doi.org/10.1051/alr:1997023.",5
57,Salmo salar,wild,1997,na,,,,,,55,60,,,,,mixed,18,FW,TTF,group,57_1030,,,,,,11.82351929,,,190.1772764,,,,,,,,,n,n,EMGtag,n,n,plot,"Booth, Richard K., R. Scott McKinley, Finn Økland, and Mitch M. Sisak. 1997. “In Situ Measurement of Swimming Performance of Wild Atlantic Salmon ( Salmo Salar ) Using Radio Transmitted Electromyogram Signals.” Aquatic Living Resources 10 (4): 213–19. https://doi.org/10.1051/alr:1997023.",5
57,Salmo salar,wild,1997,na,,,,,,55,60,,,,,mixed,18,FW,TTF,group,57_1031,,,,,,5.649014773,,,200.0122789,,,,,,,,,n,n,EMGtag,n,n,plot,"Booth, Richard K., R. Scott McKinley, Finn Økland, and Mitch M. Sisak. 1997. “In Situ Measurement of Swimming Performance of Wild Atlantic Salmon ( Salmo Salar ) Using Radio Transmitted Electromyogram Signals.” Aquatic Living Resources 10 (4): 213–19. https://doi.org/10.1051/alr:1997023.",5
57,Salmo salar,wild,1997,na,,,,,,55,60,,,,,mixed,18,FW,TTF,group,57_1032,,,,,,3.021566042,,,220.2363685,,,,,,,,,n,n,EMGtag,n,n,plot,"Booth, Richard K., R. Scott McKinley, Finn Økland, and Mitch M. Sisak. 1997. “In Situ Measurement of Swimming Performance of Wild Atlantic Salmon ( Salmo Salar ) Using Radio Transmitted Electromyogram Signals.” Aquatic Living Resources 10 (4): 213–19. https://doi.org/10.1051/alr:1997023.",5
57,Salmo salar,wild,1997,na,,,,,,55,60,,,,,mixed,18,FW,TTF,group,57_1033,,,,,,0.919607056,,,230.3484133,,,,,,,,,n,n,EMGtag,n,n,plot,"Booth, Richard K., R. Scott McKinley, Finn Økland, and Mitch M. Sisak. 1997. “In Situ Measurement of Swimming Performance of Wild Atlantic Salmon ( Salmo Salar ) Using Radio Transmitted Electromyogram Signals.” Aquatic Living Resources 10 (4): 213–19. https://doi.org/10.1051/alr:1997023.",5
57,Salmo salar,wild,1997,,,,,,,55,60,,,,,mixed,18,FW,TTF,group,57_1034,,,,,,0.656862183,,,240.4604582,,,,,,,,,n,n,EMGtag,n,n,plot,"Booth, Richard K., R. Scott McKinley, Finn Økland, and Mitch M. Sisak. 1997. “In Situ Measurement of Swimming Performance of Wild Atlantic Salmon ( Salmo Salar ) Using Radio Transmitted Electromyogram Signals.” Aquatic Living Resources 10 (4): 213–19. https://doi.org/10.1051/alr:1997023.",5
40,Oncorhynchus nerka,wild,2005,9,,,2.7,0.5,sd,,,59.5,1.5,sd,TL,mixed,,FW,Jump,group,40_1035,,,,,,0,,,293,56,sd,,,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D.V., Hertel, F., Gordon, M.S., 2005. A kinematic examination of wild sockeye salmon jumping up natural waterfalls. Journal of Fish Biology 67, 1010–1020. https://doi.org/10.1111/j.0022-1112.2005.00799.x",299
40,Oncorhynchus nerka,wild,2005,9,,,2.7,0.5,sd,,,59.5,1.5,sd,TL,mixed,,FW,Jump,group,40_1036,,,,,,0,,,259,109,sd,,,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D.V., Hertel, F., Gordon, M.S., 2005. A kinematic examination of wild sockeye salmon jumping up natural waterfalls. Journal of Fish Biology 67, 1010–1020. https://doi.org/10.1111/j.0022-1112.2005.00799.x",299
40,Oncorhynchus nerka,wild,2005,9,,,2.7,0.5,sd,,,59.5,1.5,sd,TL,mixed,,FW,Jump,group,40_1037,,,,,,0,,,458,41,sd,,,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D.V., Hertel, F., Gordon, M.S., 2005. A kinematic examination of wild sockeye salmon jumping up natural waterfalls. Journal of Fish Biology 67, 1010–1020. https://doi.org/10.1111/j.0022-1112.2005.00799.x",299
40,Oncorhynchus nerka,wild,2005,9,,,2.7,0.5,sd,,,59.5,1.5,sd,TL,mixed,,FW,Jump,group,40_1038,,,,,,0,,,385,83,sd,,,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D.V., Hertel, F., Gordon, M.S., 2005. A kinematic examination of wild sockeye salmon jumping up natural waterfalls. Journal of Fish Biology 67, 1010–1020. https://doi.org/10.1111/j.0022-1112.2005.00799.x",299
40,Oncorhynchus nerka,wild,2005,9,,,2.7,0.5,sd,,,59.5,1.5,sd,TL,mixed,,FW,Jump,group,40_1039,,,,,,0,,,546,48,sd,,,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D.V., Hertel, F., Gordon, M.S., 2005. A kinematic examination of wild sockeye salmon jumping up natural waterfalls. Journal of Fish Biology 67, 1010–1020. https://doi.org/10.1111/j.0022-1112.2005.00799.x",299
40,Oncorhynchus nerka,wild,2005,9,,,2.7,0.5,sd,,,59.5,1.5,sd,TL,mixed,,FW,Jump,group,40_1040,,,,,,0,,,473,100,sd,,,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D.V., Hertel, F., Gordon, M.S., 2005. A kinematic examination of wild sockeye salmon jumping up natural waterfalls. Journal of Fish Biology 67, 1010–1020. https://doi.org/10.1111/j.0022-1112.2005.00799.x",299
58,Oncorhynchus nerka,wild,2010,,,,0.28,0.05,sd,,,29,2,sd,TL,mixed,,FW,Jump,group,58_1041,,,,,,0,,,114,46,sd,,0.0038,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D V, F S Hertel, L K Jordan, and M S Gordon. 2010. “Salmon Jumping: Behavior, Kinematics and Optimal Conditions, with Possible Implications for Fish Passageway Design.” Bioinspiration & Biomimetics 5 (3): 035006. https://doi.org/10.1088/1748-3182/5/3/035006.",25
58,Oncorhynchus nerka,wild,2010,,,,0.28,0.05,sd,,,29,2,sd,TL,mixed,,FW,Jump,group,58_1042,,,,,,0,,,195,54,sd,,0.0038,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D V, F S Hertel, L K Jordan, and M S Gordon. 2010. “Salmon Jumping: Behavior, Kinematics and Optimal Conditions, with Possible Implications for Fish Passageway Design.” Bioinspiration & Biomimetics 5 (3): 035006. https://doi.org/10.1088/1748-3182/5/3/035006.",25
58,Oncorhynchus nerka,wild,2010,,,,0.28,0.05,sd,,,29,2,sd,TL,mixed,,FW,Jump,group,58_1043,,,,,,0,,,229,59,sd,,0.0038,Fall-artificial,,,,n,n,,n,n,table,"Lauritzen, D V, F S Hertel, L K Jordan, and M S Gordon. 2010. “Salmon Jumping: Behavior, Kinematics and Optimal Conditions, with Possible Implications for Fish Passageway Design.” Bioinspiration & Biomimetics 5 (3): 035006. https://doi.org/10.1088/1748-3182/5/3/035006.",25
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1044,,,,,,188.4638202,,,60,,,,,,,,,y,n,,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1045,,,,,,127.7834689,,,110,,,,,,,,,y,n,,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",2
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1046,,,,,,67.51602695,,,130,,,,,,,,,y,n,,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1047,,,,,,36.37975336,,,150,,,,,,,,,y,n,,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1048,,,,,,15.2682984,,,170,,,,,,,,,y,n,,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1049,,,,,,3.710018298,,,190,,,,,,,,,y,n,,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1050,,,,,,177.8491815,,,60,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1051,,,,,,146.182176,,,110,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",2
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1052,,,,,,71.348973,,,130,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1053,,,,,,29.24423939,,,150,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1054,,,,,,3.592195809,,,170,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1055,,,,,,3.149919195,,,190,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1056,,,,,,182.8026796,,,60,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1057,,,,,,198.0169951,,,110,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",2
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1058,,,,,,71.17206235,,,130,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1059,,,,,,15.44520905,,,150,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1060,,,,,,3.946017099,,,170,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1061,,,,,,3.857561777,,,190,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1062,,,,,,194.3018715,,,60,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1063,,,,,,77.18702429,,,110,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",2
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1064,,,,,,13.85301324,,,130,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1065,,,,,,16.68358357,,,150,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1066,,,,,,3.474373319,,,170,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
60,Salmo salar,farm,2000,,1.021,2.338,,,,45,59,,,,TL,mixed,4.05,FW,TTF,group,60_1067,,,,,,3.533107653,,,190,,,,,,,,,y,n,RadioTag,n,n,plot,"Thorstad, E.B., ØKland, F., Finstad, B., 2000. Effects of telemetry transmitters on swimming performance of adult Atlantic salmon. Journal of Fish Biology 57, 531–535. https://doi.org/10.1111/j.1095-8649.2000.tb02192.x",8
62,Salmo salar,wild,1997,1,,,1.498,,,,,58.5,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID1,,,,,,0,,,222.4697708,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.125,,,,,53,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID2,,,,,,0,,,180.0773244,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.547,,,,,57.4,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID3,,,,,,0,,,220.3323545,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,2.502,,,,,63.8,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID4,,,,,,0,,,200.3827793,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.06,,,,,52.5,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID5,,,,,,0,,,181.1460325,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.256,,,,,53,,,TL,F,11.35,FW,EMG-Ucrit,indiv,62_ID8,,,,,,0,,,179.0086162,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.168,,,,,54,,,TL,F,11.35,FW,EMG-Ucrit,indiv,62_ID9,,,,,,0,,,201.0956077,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.242,,,,,54,,,TL,F,11.35,FW,EMG-Ucrit,indiv,62_ID10,,,,,,0,,,142.9854522,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.466,,,,,59.4,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID11,,,,,,0,,,225.1739405,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.162,,,,,54.9,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID12,,,,,,0,,,180.1391524,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.342,,,,,56.7,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID16,,,,,,0,,,141.8595825,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.39,,,,,56.1,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID17,,,,,,0,,,234.743833,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
62,Salmo salar,wild,1997,1,,,1.229,,,,,55.4,,,TL,M,11.35,FW,EMG-Ucrit,indiv,62_ID18,,,,,,0,,,227.9886148,,,,,,,,,n,n,EMGtag,n,n,plot,"ØKland, F., Finstad, B., McKinley, R.S., Thorstad, E.B., Booth, R.K., 1997. Radio-transmitted electromyogram signals as indicators of physical activity in Atlantic salmon. Journal of Fish Biology 51, 476–488. https://doi.org/10.1111/j.1095-8649.1997.tb01505.x",1
63,Oncorhynchus masou,wild,2004,1,,,,,,,,,,,,M,12,FW,Field,indiv,63_ID1,,,2.2,,,,,,,,,,,,,,,n,n,MagneticRing,n,y,text/plot,"Ueda, H., 2004. Recent biotelemetry research on lacustrine salmon homing migration. Memoirs of National Institute of Polar Research 80–88.",1
63,Oncorhynchus masou,wild,2004,1,,,,,,,,,,,,M,12,FW,Field,indiv,63_ID1,,,6.6,,,,,,,,,,,,,,,n,n,MagneticRing,n,y,text/plot,"Ueda, H., 2004. Recent biotelemetry research on lacustrine salmon homing migration. Memoirs of National Institute of Polar Research 80–88.",1
65,Oncorhynchus mykiss,farm,2005,12,,,1.259,0.37,se,,,44,4.5,se,TL,mixed,8.5,FW,Ucrit-1,group,65_1088,,,,,,0,,,64,,,,,,,,,n,n,,n,n,na,"Chandroo, K.P., Cooke, S.J., McKinley, R.S., Moccia, R.D., 2005. Use of electromyogram telemetry to assess the behavioural and energetic responses of rainbow trout, Oncorhynchus mykiss (Walbaum) to transportation stress. Aquaculture Research 36, 1226–1238. https://doi.org/10.1111/j.1365-2109.2005.01347.x",na
65,Oncorhynchus mykiss,farm,2005,12,,,1.204,0.087,se,,,43.2,0.9,se,TL,mixed,8.5,FW,Ucrit-1,group,65_1089,,,,,,0,,,90,,,,,,,,,n,n,EMGtag,n,n,na,"Chandroo, K.P., Cooke, S.J., McKinley, R.S., Moccia, R.D., 2005. Use of electromyogram telemetry to assess the behavioural and energetic responses of rainbow trout, Oncorhynchus mykiss (Walbaum) to transportation stress. Aquaculture Research 36, 1226–1238. https://doi.org/10.1111/j.1365-2109.2005.01347.x",na
