Reference number,Species (latin name),Key origin,YEAR PUBLISHED,Sample size (size),Size MIN (kg),Size MAX (kg),Size MEAN (kg),Size error (kg),"UNIT, Size error (kg)",Length MIN (cm),Length MAX (cm),Length MEAN (cm),Size error (cm),"UNIT, Size error (cm)",UNIT,Sex (F/ M/mixed),Temp test mean (deg C),"Salinity (SW, FW, or SW/FW for brackish )",Swim  test,Indiv or group ,ID_fish,N_swim,Swim speed MIN (BL/s) ,Swim speed MAX BL/s,Swim speed MEAN BL/s,Swim speed SE BL/s,UNIT error,Duration swim or duration of the swim test (h) ,swim speed MIN (cm/s),swim speed MAX (cm/s),swim speed MEAN (cm/s),Swim error (cm/s),"UNIT, error (cm/s)",Water discharge or flow rates (cm/s),Water discharge or flow rates (m^3/s),Water/swim conditions (EXTRINSIC),Fish Condition (INTRINSIC),GSI (% MEAN),Gonad Weight,Blood sample analysis? (y/n),Mortality (y/n),Surgery ,"Recovery: (n, repeat, Metabolism, RR, blood,speed)",Tracking (y/n),"Unit source (text, table, plot) ",Full Reference,"Sample size (for swim; if n=1, may report ID)",Assigned population
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.014167,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-164,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.020833,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-165,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.018056,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-166,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.020833,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-166,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.0175,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-144,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.02,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-145,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.014722,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-146,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.016667,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-147,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.020278,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-148,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.018056,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-149,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.015833,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-150,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.013889,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-151,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.022222,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-152,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.026389,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-153,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,#VALUE!,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-154,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,#VALUE!,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-155,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.039722,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-156,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.043056,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-157,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.030278,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-158,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.041667,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-159,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.028611,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-160,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.051667,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-161,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.027778,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-162,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.025556,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-163,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.044722,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-164,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.052222,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-165,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.039722,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-166,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.053333,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-166,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.016667,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-167,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.009444,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-168,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.020833,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-169,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.021111,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-170,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.018056,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-171,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.015833,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-172,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.017222,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-173,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.016667,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-174,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.025556,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-175,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.022778,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-176,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.019167,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-177,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.021111,NA,NA,286.512,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-178,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.058333,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-179,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.038889,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-180,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.035278,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-181,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.044444,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-182,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.045556,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-183,Columbia River
217,Oncorhynchus nerka,wild,1958,28,0.466142857,1.205,0.835571429,NA,NA,NA,NA,NA,NA,NA,NA,mixed,NA,FW,TTF-1,indiv,NA,1,NA,NA,NA,NA,NA,0.049444,NA,NA,201.168,NA,NA,NA,NA,NA,na,NA,NA,n,y,NA,repeat-TTF,n,table,"Paulik, Garald., J., and DeLacy, Allan., C. 1958. Changes in the swimming ability of Columbia River sockeye salmon during upstream migration. Technical Report, College of Fisheries University of Washington, Seattle, WA.",Rock Island Dam-1957-184,Columbia River
